Shop,AFFECTED_COMPONENT,FAILURE_NAME,CURRENT_UTILITY,OPTIMAL_UTILITY,CRITICALITY,COSTS,CONNECTIVITY,RELIABILITY,IMPORTANCE,PROVIDED_INTERFACE,REQUIRED_INTERFACE,ADT,RULE, PMax,alpha,In Use REPLICA,LOAD
mRUBiS #1,Past Sales Item Filter,CF1,17311.704229205352,28834.135762232836,16.0,1.53,2,0.5,22.0,1,1,1.2672395839304218,LwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Past Sales Item Filter,CF1,17197.851490113688,28720.906145760855,16.0,1.63,2,0.5,22.0,1,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Authentication Service,CF3,100834.83040451501,171918.3881465136,30.0,1.7199999999999998,5,0.9,22.0,4,1,1.2112512772664892,ReplaceComponent,15.031339523673628,79.54210604632026,12.0,229.0
mRUBiS #1,Comment Item Filter,CF2,8755.941497381484,14583.798933530683,23.0,1.64,2,0.5,22.0,1,1,1.0555586777885382,LwRedeployComponent,5.798189425816586,73.83963856894468,6.0,95.0
mRUBiS #1,Buy Now Item Filter,CF2,10931.5895557937,18206.99979340722,13.0,0.35,3,0.5,22.0,2,1,1.0094603613799904,RestartComponent,12.80042434199084,79.38079925152111,12.0,234.0
mRUBiS #1,Persistence Service,CF5,29242.95820874203,48672.637083775364,21.0,0.6,5,0.5,22.0,5,0,1.3297309527465526,RemoveReplica,16.94782753047918,97.04633434801788,14.0,358.0
mRUBiS #1,Past Sales Item Filter,CF3,17084.059292864946,28609.554506894237,16.0,1.63,2,0.5,22.0,1,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Google Authentication Service,CF5,100171.98612887776,141347.87554123966,22.0,0.6,5,0.9,22.0,4,1,1.2112512772664892,RemoveReplica,11.913207967664766,105.9324130771619,12.0,134.0
mRUBiS #1,Item Management Service,CF1,27627.531576133508,46016.44254239825,25.0,1.53,4,0.5,22.0,0,4,1.0771552504234878,LwRedeployComponent,13.448237720602824,126.90117522485181,12.0,373.0
mRUBiS #1,Bid and Buy Service,CF3,21454.561167577456,35733.751341246985,27.0,1.7199999999999998,5,0.5,22.0,0,5,1.3561341802413516,HwRedeployComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Query Service,CF5,54726.461350458965,102136.27181283788,27.0,0.6,14,0.5,22.0,13,1,1.1016192018337365,RemoveReplica,6.1646314621001395,85.67035108530558,24.0,70.0
mRUBiS #1,Google Authentication Service,CF5,99519.78919340242,150563.32527388172,22.0,0.5,6,0.9,22.0,5,1,1.2112512772664892,AddReplica,11.913207967664766,105.9324130771619,11.0,480.0
mRUBiS #1,Buy Now Item Filter,CF5,10858.555212111101,21796.45575341356,13.0,0.6,4,0.5,22.0,3,1,1.0094603613799904,RemoveReplica,12.80042434199084,79.38079925152111,12.0,126.0
mRUBiS #1,Recommendation Item Filter,CF1,11437.329974908174,19049.432467296436,30.0,0.35,2,0.5,22.0,1,1,1.1976517633224057,RestartComponent,5.804851082669145,144.24966512464175,5.0,176.0
