,Optimal_Affected_Component_Uid,Optimal_Failure,log10
0,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5705
1,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8069
2,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0994
3,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.0589
4,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.2765
5,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8966
6,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.1808
7,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9995
8,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5348
9,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.2763
10,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0173
11,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0673
12,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4882
13,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0464
14,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8021
15,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.2716
16,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4578
17,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.6738
18,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.8803
19,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.3927
20,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6625
21,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5896
22,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3973
23,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.753
24,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7179
25,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3685
26,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4143
27,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.822
28,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8382
29,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3943
30,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8118
31,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.6192
32,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6363
33,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5382
34,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6352
35,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.614
36,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0573
37,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.6183
38,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.0073
39,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7599
40,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8451
41,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6842
42,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.4456
43,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4806
44,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3226
45,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7051
46,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9
47,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0728
48,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.2637
49,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9126
50,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6592
51,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.2595
52,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.0415
53,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4211
54,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.1552
55,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.9854
56,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4512
57,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5499
58,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5375
59,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7909
60,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5931
61,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6469
62,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4713
63,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8382
64,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5429
65,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.2152
66,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0711
67,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4568
68,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6387
69,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.0748
70,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.1155
71,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5221
72,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6309
73,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6423
74,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5015
75,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5078
76,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3821
77,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.876
78,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9763
79,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3113
80,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4448
81,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4828
82,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5511
83,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.8253
84,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4171
85,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.2626
86,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9043
87,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4519
88,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.1701
89,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7334
90,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3922
91,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4571
92,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4963
93,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4917
94,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.5417
95,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7961
96,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.1448
97,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.136
98,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.3313
99,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.0363
100,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.616
101,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0658
102,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.7206
103,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1919
104,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.566
105,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0484
106,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.9288
107,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3775
108,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.7561
109,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.8203
110,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.0562
111,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.9062
112,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.866
113,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1388
114,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1003
115,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.9291
116,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.8856
117,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.2671
118,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4666
119,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.6103
120,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4618
121,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.6096
122,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.362
123,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.6203
124,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1609
125,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.337
126,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7633
127,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1334
128,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5516
129,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.7888
130,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1157
131,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.498
132,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3466
133,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5195
134,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.9316
135,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4511
136,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1662
137,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3616
138,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.252
139,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.239
140,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3112
141,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.611
142,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.8302
143,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.446
144,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5446
145,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1491
146,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.1253
147,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7722
148,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0115
149,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4204
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5986
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.423
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1422
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4636
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0534
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1918
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4596
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5108
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.9976
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.8601
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.4612
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.2432
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.0774
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7591
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.8446
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3325
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3511
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1623
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3802
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.6629
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0532
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5708
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5518
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.074
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4214
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1831
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.1395
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.577
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.2862
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3665
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1228
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5482
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.7638
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.9264
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0941
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3351
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.248
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3029
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.496
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.9972
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7119
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.29
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.2489
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.9499
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1238
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.455
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.5124
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.1321
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4862
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.2081
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.7618
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.6894
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.267
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.5304
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.431
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.11
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.5982
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0084
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5044
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.7624
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.3201
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.3724
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.7206
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3311
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.5712
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.9819
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.7345
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0506
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.152
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.8663
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.266
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.6272
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9369
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.2619
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9039
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5516
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.6253
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.2535
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0858
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.6929
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.2811
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9105
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.8219
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.824
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0705
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.2674
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.3364
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0091
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.7262
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0105
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5375
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8139
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.8875
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4845
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.114
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.8336
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1693
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9158
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.2757
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.5982
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0063
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9821
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.5646
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.6621
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.4008
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.8337
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0137
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9211
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.2069
